x_0(nm)	Estado_1(eV)	Estado_2(eV)	Estado_3(eV)	Estado_4(eV)	Estado_5(eV)	Estado_6(eV)	Estado_7(eV)	Estado_8(eV)	Estado_9(eV)	Estado_10(eV)	Estado_11(eV)	Estado_12(eV)	Estado_13(eV)	Estado_14(eV)	Estado_15(eV)	Estado_16(eV)	Estado_17(eV)	Estado_18(eV)	Estado_19(eV)	Estado_20(eV)
45.8	-35.1620974	-28.56176877	-22.16289391	-17.89007923	-15.92161092	-10.43335257	-9.624115092	-4.207045869	-2.51532062	1.555079619	4.647959972	7.131103313	11.59644274	12.54420862	15.56698483	17.79774665	18.3117013	22.89116249	23.50364629	24.7860833
46	-35.50017607	-28.91597181	-22.53168717	-18.40184254	-16.30387032	-10.92444297	-10.04867663	-4.635458675	-3.025490934	1.128082294	4.113405257	6.699457343	11.04460391	12.10803501	14.60881831	17.35843743	17.74435148	22.44991062	22.54476768	24.20464218
46.2	-35.83735533	-29.26918346	-22.89937404	-18.90642053	-16.68481133	-11.41605927	-10.46430838	-5.064885327	-3.526432226	0.7017908267	3.586146686	6.268911784	10.49945123	11.67310807	13.66744434	16.92042044	17.18333072	21.60082425	22.01187304	23.62925497
46.4	-29.62144955	-23.26599878	-19.40401947	-17.06450146	-11.90630858	-10.87317924	-5.495432313	-4.018314264	0.2761671394	3.065949336	5.839441836	9.96074103	11.23940395	12.74242643	16.48367383	16.62839993	20.67459172	21.57381622	23.05969173	26.51178181
46.6	-29.97281129	-23.63160264	-19.89484079	-17.44299974	-12.39389839	-11.27684665	-5.927153453	-4.501350611	-0.1488214692	2.552581655	5.411019352	9.428234774	10.80689417	11.83335732	16.04816717	16.07932294	19.76431175	21.13705909	22.49572686	26.07576209
46.8	-30.32329316	-23.99620824	-20.37906919	-17.8203407	-12.87796351	-11.67639386	-6.360010439	-4.975793942	-0.5731721993	2.045833643	4.983654269	8.901715688	10.37559121	10.93986243	15.53589051	15.61391503	18.8696799	20.70155552	21.93716381	25.64069801
47	-30.67293319	-24.35985329	-20.85690147	-18.19657377	-13.3579671	-12.07260607	-6.79391898	-5.441978383	-0.9969019115	1.545476436	4.557327888	8.380943558	9.945472853	10.06156982	14.99787065	15.18089338	17.99033521	20.26726869	21.38378292	25.20606288
47.2	-31.02177508	-24.72258315	-21.32853774	-18.57175337	-13.83359025	-12.466061	-7.228732845	-5.900308517	-1.420030431	1.051274615	4.132013004	7.865654473	9.198139084	9.51650707	14.46501826	14.74906764	17.12593356	19.83415856	20.835358	24.76339482
47.4	-31.36983609	-25.08441303	-21.7941496	-18.94590138	-14.30462846	-12.85715375	-7.66420816	-6.35121625	-1.842529197	0.563021911	3.707729754	7.355562324	8.349320752	9.088712955	13.93710941	14.31845721	16.27617557	19.40224603	20.29169158	24.00971288
47.6	-31.71715027	-25.44537795	-22.25392287	-19.31905939	-14.77099489	-13.24620166	-8.100076939	-6.795199089	-2.264394226	0.08048984314	3.284464662	6.850171125	7.515046198	8.662070298	13.41386707	13.889038	15.44078632	18.97150434	19.75255271	23.1743841
47.8	-32.06375626	-25.80551855	-22.70804525	-19.69127527	-15.23267378	-13.63345754	-8.536043731	-7.23279066	-2.685623411	-0.396558739	2.862197641	6.347935602	6.696295254	8.236550783	12.89495582	13.46077705	14.6195487	18.54189744	19.21768879	22.35153897
48	-32.40966753	-26.16484722	-23.15667519	-20.06256457	-15.68966889	-14.01909055	-8.971764471	-7.664501845	-3.106169082	-0.8683275085	2.440952944	5.824265174	5.917183304	7.812173822	12.37997211	13.03369344	13.81240366	18.11344555	18.68686771	21.54214576
48.2	-26.52339747	-23.59998723	-20.43296596	-16.1420356	-14.40325856	-9.406921198	-8.090863468	-3.52600861	-1.335044096	2.020721761	5.079947402	5.376403524	7.388922003	11.86826106	12.60776491	13.01950515	17.68612467	18.15980049	20.74620173	22.63115315
48.4	-26.88119854	-24.03814912	-20.80251362	-16.58985004	-14.78608948	-9.841208413	-8.512383537	-3.945113017	-1.796934859	1.601497536	4.301008703	4.887423261	6.966777727	11.35861249	12.18296903	12.24156834	17.25990865	17.63614733	19.9636124	22.20507081
48.6	-27.23826909	-24.47131555	-21.17122913	-17.03319255	-15.1676766	-10.27433085	-8.929525739	-4.363431143	-2.254208907	1.183295917	3.532122502	4.405118042	6.545750076	10.8482418	11.48094162	11.75931323	16.83480562	17.11552005	19.19436388	21.78005882
