% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 27 2026, 17:09
% Table:              Tabla 9 - Valor propio 2
% F (kV/cm)                                       lambda                                            Energía propia (eV)                               Probabilidad total (1)
-23.6                                             0.033844927394401536                              0.033844927394401536                              0.9999999999999996
-23.6                                             0.04441828465623663                               0.04441828465623663                               0.9999999999999988
-23.6                                             0.0458986500511753                                0.0458986500511753                                0.9999999999999987
-23.6                                             0.0517363237165632                                0.051736323716563205                              0.9999999999999984
-23.6                                             0.054747030059504195                              0.0547470300595042                                0.9999999999999998
-23.6                                             0.0647052046137749                                0.0647052046137749                                1
-23.6                                             0.07428696131279969                               0.07428696131279969                               0.9999999999999994
-23.6                                             0.07687283665213324                               0.07687283665213324                               1.0000000000000018
-23.6                                             0.07759263669904559                               0.07759263669904559                               1.000000000000001
-23.6                                             0.08350888154251217                               0.08350888154251218                               0.999999999999999
-23.6                                             0.09229445352999509                               0.0922944535299951                                1.0000000000000004
-23.6                                             0.10060678300898783                               0.10060678300898783                               1.0000000000000013
-23.6                                             0.10833941427274031                               0.10833941427274031                               1.0000000000000022
-23.6                                             0.11543049346668433                               0.11543049346668434                               0.9999999999999992
-23.6                                             0.1182530032702285                                0.1182530032702285                                0.9999999999999996
-23.6                                             0.11850008147410902                               0.11850008147410904                               0.9999999999999996
-23.6                                             0.12026278445647291                               0.12026278445647293                               0.9999999999999996
-23.6                                             0.12653353526288574                               0.12653353526288574                               0.9999999999999997
-23.6                                             0.1274504011505583                                0.1274504011505583                                1.0000000000000004
-23.6                                             0.13915348764128113                               0.13915348764128113                               0.9999999999999988
-23.6                                             0.13966428939914277                               0.13966428939914277                               0.9999999999999987
-23.6                                             0.15451871556472813                               0.15451871556472813                               0.9999999999999989
-23.6                                             0.15488083783144577                               0.1548808378314458                                1.0000000000000016
-23.6                                             0.1550333781320577                                0.1550333781320577                                1
-23.6                                             0.16825509279026896                               0.16825509279026896                               1.0000000000000018
-23.6                                             0.1684966007418945                                0.1684966007418945                                0.9999999999999989
-23.6                                             0.17309966122671597                               0.173099661226716                                 0.9999999999999983
-23.6                                             0.17316846768866595                               0.17316846768866598                               1.0000000000000004
-23.6                                             0.1777037801795527                                0.17770378017955274                               1.0000000000000002
-23.400000000000002                               0.02884412676196771                               0.02884412676196771                               1.0000000000000004
-23.400000000000002                               0.034272081036895094                              0.034272081036895094                              1.0000000000000004
-23.400000000000002                               0.04479005689894074                               0.04479005689894074                               0.9999999999999991
-23.400000000000002                               0.0459549877497439                                0.0459549877497439                                0.9999999999999988
-23.400000000000002                               0.051666640490427386                              0.05166664049042739                               0.9999999999999987
-23.400000000000002                               0.055080964067750156                              0.055080964067750156                              1.0000000000000004
-23.400000000000002                               0.06499177928070038                               0.06499177928070038                               0.9999999999999976
-23.400000000000002                               0.07452459970800562                               0.07452459970800562                               1.0000000000000007
-23.400000000000002                               0.07686178801771851                               0.07686178801771851                               0.9999999999999998
-23.400000000000002                               0.07758973532308173                               0.07758973532308173                               1.0000000000000004
-23.400000000000002                               0.08369886111286916                               0.08369886111286917                               1.0000000000000007
-23.400000000000002                               0.09243428376487614                               0.09243428376487615                               1.0000000000000018
-23.400000000000002                               0.10069414252210938                               0.10069414252210938                               1.0000000000000013
-23.400000000000002                               0.10836738641785337                               0.10836738641785337                               0.9999999999999991
-23.400000000000002                               0.11539722296173623                               0.11539722296173624                               0.9999999999999992
-23.400000000000002                               0.11824703291367668                               0.11824703291367668                               1.0000000000000009
-23.400000000000002                               0.11850150051365102                               0.11850150051365102                               0.9999999999999982
-23.400000000000002                               0.12004156172280682                               0.12004156172280682                               1
-23.400000000000002                               0.1263446663759025                                0.1263446663759025                                1
-23.400000000000002                               0.1273154947373844                                0.1273154947373844                                0.9999999999999998
-23.400000000000002                               0.1390611318970565                                0.1390611318970565                                0.999999999999999
-23.400000000000002                               0.13955347776904733                               0.13955347776904733                               0.9999999999999991
-23.400000000000002                               0.15460837420514484                               0.15460837420514484                               1.0000000000000009
-23.400000000000002                               0.15481035364045675                               0.15481035364045675                               1.0000000000000007
-23.400000000000002                               0.15495819699643684                               0.15495819699643684                               0.9999999999999997
-23.400000000000002                               0.1682577912241845                                0.1682577912241845                                1.0000000000000007
-23.400000000000002                               0.1684971833762921                                0.1684971833762921                                1.0000000000000007
-23.400000000000002                               0.1730445487477955                                0.1730445487477955                                1.0000000000000013
