% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 17 2026, 02:13
% Table:              Tabla 7 - Valor propio 3
% B (T)                                           n                                                 lambda                                            Energía propia (meV)                              Probabilidad total (1)
0.2                                               2.5                                               0.033108978330237224                              33.10897833023722                                 1.0000000000000009
0.2                                               2.5                                               0.03944203730650043                               39.442037306500424                                0.9999999999999999
0.2                                               2.5                                               0.0415146536213827                                41.51465362138269                                 0.9999999999999986
0.2                                               2.5                                               0.0488131608293639                                48.813160829363895                                1.000000000000001
0.2                                               2.5                                               0.05123165973350401                               51.23165973350401                                 1
0.2                                               2.5                                               0.059423124367876445+1.392191831460903E-15i       59.42312436787643+1.392191831460903E-12i          1.0000000000000009
0.2                                               2.5                                               0.06091865068524489+2.6423008623721527E-15i       60.918650685244884+2.6423008623721528E-12i        0.9999999999999988
0.2                                               2.5                                               0.06218737062164213-4.198946472948338E-13i        62.187370621642124-4.198946472948338E-10i         1.0000000000000018
0.2                                               2.5                                               0.06293378147835213+1.4291027227864934E-11i       62.933781478352124+1.4291027227864933E-8i         0.9999999999999991
0.2                                               3                                                 0.01188499669105593                               11.884996691055928                                0.9999999999999979
0.2                                               3                                                 0.013637733532498003                              13.637733532498002                                1.0000000000000002
0.2                                               3                                                 0.01423595852212077                               14.23595852212077                                 1.000000000000002
0.2                                               3                                                 0.015822977059379045                              15.822977059379044                                0.9999999999999989
0.2                                               3                                                 0.01649202152038201                               16.492021520382007                                0.9999999999999996
0.2                                               3                                                 0.019493042632661495                              19.493042632661492                                1.0000000000000002
0.2                                               3                                                 0.020523201380669473                              20.52320138066947                                 1.0000000000000018
0.2                                               3                                                 0.024708416560012825                              24.70841656001282                                 1.000000000000001
