% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 27 2026, 21:01
% Table:              Tabla 9 - Valor propio 2
% n                                               lambda                                            Energía propia (eV)                               Probabilidad total (1)
1.1                                               0.07252012155757882                               0.07252012155757882                               0.9999999999999998
1.1                                               0.07252062362507998                               0.07252062362507998                               0.9999999999999994
1.1                                               0.08454350786020728                               0.08454350786020728                               1.0000000000000009
1.1                                               0.08569396247247565                               0.08569396247247565                               0.9999999999999988
1.12                                              0.06484511932823944                               0.06484511932823944                               1.0000000000000022
1.12                                              0.0730734148441474                                0.0730734148441474                                1.0000000000000004
1.12                                              0.07307365827701043                               0.07307365827701043                               0.9999999999999993
1.12                                              0.08454402240772182                               0.08454402240772182                               1.0000000000000029
1.12                                              0.08569494105286689                               0.08569494105286689                               1.0000000000000007
1.1400000000000001                                0.06544462280401288                               0.06544462280401288                               1.0000000000000016
1.1400000000000001                                0.07361808821725176                               0.07361808821725176                               1.0000000000000047
1.1400000000000001                                0.07361824723098262                               0.07361824723098263                               1.000000000000001
1.1400000000000001                                0.08454455772048597                               0.08454455772048597                               1
1.1400000000000001                                0.08569598955120848                               0.0856959895512085                                1.0000000000000029
1.16                                              0.06603274761927411                               0.06603274761927411                               0.9999999999999997
1.16                                              0.0741539861783963                                0.07415398617839632                               0.9999999999999998
1.16                                              0.07415408851790158                               0.07415408851790159                               1
1.16                                              0.0845451112752987                                0.0845451112752987                                0.9999999999999997
1.16                                              0.08569711668057192                               0.08569711668057192                               1.0000000000000004
1.18                                              0.06660944067799719                               0.06660944067799719                               1.0000000000000022
1.18                                              0.07468093856401067                               0.07468093856401067                               0.9999999999999994
1.18                                              0.07468094968477178                               0.07468094968477178                               1.0000000000000027
1.18                                              0.08454568754199099                               0.084545687541991                                 1
1.18                                              0.08569832525372434                               0.08569832525372434                               0.9999999999999991
1.2                                               0.06717521729565518                               0.06717521729565518                               0.9999999999999989
1.2                                               0.07519920553728274                               0.07519920553728274                               1.0000000000000033
1.2                                               0.07519921656019207                               0.07519921656019209                               1.0000000000000018
1.2                                               0.08454628756135361                               0.08454628756135361                               0.9999999999999996
1.2                                               0.08569963133397174                               0.08569963133397174                               0.9999999999999982
1.22                                              0.06773046040938638                               0.06773046040938638                               1.0000000000000009
1.22                                              0.07570889111988287                               0.07570889111988287                               0.9999999999999982
1.22                                              0.07570920888437387                               0.07570920888437387                               0.9999999999999993
1.22                                              0.08454691305186657                               0.08454691305186657                               1.0000000000000022
1.22                                              0.08570104571162734                               0.08570104571162736                               0.9999999999999994
1.24                                              0.06827498599619514                               0.06827498599619514                               0.9999999999999993
1.24                                              0.07621003822842148                               0.07621003822842148                               0.9999999999999991
1.24                                              0.07621029835594731                               0.07621029835594731                               0.9999999999999969
1.24                                              0.08454756525300038                               0.08454756525300039                               1.0000000000000009
1.24                                              0.08570258060652518                               0.08570258060652518                               0.9999999999999986
1.26                                              0.0688092724225872                                0.0688092724225872                                0.9999999999999996
1.26                                              0.0767027523510917                                0.0767027523510917                                0.9999999999999981
1.26                                              0.07670300509608355                               0.07670300509608355                               0.9999999999999989
1.26                                              0.08454824658152653                               0.08454824658152653                               0.9999999999999989
1.26                                              0.08570425472083912                               0.08570425472083913                               1.0000000000000007
1.28                                              0.06933339156582449                               0.0693333915658245                                0.9999999999999986
