% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 10 2026, 14:15
% Table:              Tabla 2 - Valor propio 3
% x_0 (nm)                                        lambda                                            Energía propia (meV)                              Probabilidad total (1)
-33                                               0.0722614360674824                                72.26143606748239                                 1.0000000000000002
-33                                               0.07231418632094476                               72.31418632094476                                 0.9999999999999993
-33                                               0.07695443411960565                               76.95443411960564                                 1.0000000000000013
-33                                               0.0776337562645458                                77.6337562645458                                  0.9999999999999998
-33                                               0.08012385607900246                               80.12385607900246                                 1.0000000000000009
-33                                               0.08211968298890056                               82.11968298890055                                 0.9999999999999998
-33                                               0.08328541972790314                               83.28541972790313                                 0.9999999999999992
-33                                               0.08451699354757601                               84.516993547576                                   1.0000000000000009
-33                                               0.08539418098386298                               85.39418098386298                                 0.9999999999999999
-33                                               0.0854356300245403                                85.43563002454029                                 0.9999999999999981
-33                                               0.0931370602086306                                93.13706020863059                                 1.0000000000000009
-33                                               0.09405153730679623                               94.05153730679622                                 0.9999999999999998
-33                                               0.09839839897916197                               98.39839897916195                                 0.9999999999999999
-33                                               0.09896845199141802                               98.96845199141801                                 1.0000000000000009
-33                                               0.1041059105883519                                104.10591058835189                                0.9999999999999996
-33                                               0.10485126127057849                               104.85126127057848                                0.9999999999999999
-33                                               0.11293065194855899                               112.93065194855897                                0.9999999999999988
-33                                               0.11392749734615962                               113.92749734615961                                0.9999999999999997
-33                                               0.11674650979961662                               116.74650979961662                                1.000000000000002
-33                                               0.117310657401933                                 117.310657401933                                  0.9999999999999999
-33                                               0.12268025089132162                               122.6802508913216                                 0.9999999999999993
-33                                               0.1227096159489083                                122.70961594890828                                1.0000000000000007
-33                                               0.1277813961581874                                127.78139615818739                                0.9999999999999988
-32.49999999999999                                -0.0028734347872575172                            -2.873434787257517                                1.0000000000000024
-32.49999999999999                                0.013682776736571547                              13.682776736571546                                0.9999999999999998
-32.49999999999999                                0.01477313420324844                               14.77313420324844                                 1.0000000000000004
-32.49999999999999                                0.016143042217548545                              16.143042217548544                                0.9999999999999993
-32.49999999999999                                0.016581070756778518                              16.581070756778516                                0.999999999999998
-32.49999999999999                                0.019380592372367778                              19.380592372367776                                0.9999999999999986
-32.49999999999999                                0.020133388075531347                              20.133388075531347                                0.9999999999999996
-32.49999999999999                                0.024313777569761413                              24.31377756976141                                 0.9999999999999986
-32.49999999999999                                0.02531010033540035                               25.310100335400342                                0.9999999999999982
-32.49999999999999                                0.030719747266022585                              30.719747266022583                                1.0000000000000024
-32.49999999999999                                0.03197677776495843                               31.976777764958424                                0.9999999999999999
-32.49999999999999                                0.038355436477570094                              38.355436477570095                                0.9999999999999992
-32.49999999999999                                0.03990847469937665                               39.90847469937665                                 1.0000000000000022
-32.49999999999999                                0.04004236299706326                               40.04236299706326                                 0.9999999999999998
-32.49999999999999                                0.04643604677356442                               46.43604677356442                                 1.0000000000000016
-32.49999999999999                                0.04942262310445775                               49.42262310445774                                 1.0000000000000009
-32.49999999999999                                0.05144499537199583                               51.44499537199583                                 1.0000000000000009
-32.49999999999999                                0.05166005375812964                               51.660053758129635                                1.0000000000000024
-32.49999999999999                                0.052609194005016416                              52.60919400501641                                 1.0000000000000016
