x_0(nm)	Estado_1(eV)	Estado_2(eV)	Estado_3(eV)	Estado_4(eV)	Estado_5(eV)	Estado_6(eV)	Estado_7(eV)	Estado_8(eV)	Estado_9(eV)	Estado_10(eV)	Estado_11(eV)	Estado_12(eV)	Estado_13(eV)	Estado_14(eV)	Estado_15(eV)	Estado_16(eV)	Estado_17(eV)	Estado_18(eV)	Estado_19(eV)	Estado_20(eV)
18	-0.06380046953	-0.05265184072	-0.04215495576	-0.03224187696	-0.0319377949	-0.02196364361	-0.01864494798	-0.01207239589	-0.009109472352	-0.002841501477	-0.000554595663	0.00168547715	0.007520046338	0.0111051982	0.01543260306	0.01731700183	0.02047385406	0.02445350027	0.02730702482	0.02879802148
18.2	-0.06380046979	-0.05265184137	-0.04215495729	-0.03224187937	-0.0319377975	-0.02196364814	-0.01864495344	-0.0120724016	-0.009109479278	-0.002841510912	-0.0005546081924	0.001685465814	0.007520033886	0.01110518471	0.01543258154	0.01731698378	0.02047383548	0.0244534667	0.0273069978	0.02879799471
18.4	-0.06380047006	-0.05265184177	-0.04215495756	-0.03224188112	-0.03193779781	-0.02196364788	-0.01864495483	-0.01207240131	-0.009109481479	-0.002841511483	-0.0005546105211	0.001685466074	0.007520035013	0.0111051851	0.01543257989	0.01731698429	0.02047383694	0.02445346849	0.02730700001	0.02879799926
18.6	-0.06380047003	-0.05265184164	-0.04215495721	-0.03224188125	-0.03193779689	-0.02196364581	-0.01864495411	-0.01207239856	-0.009109480959	-0.002841507554	-0.0005546092926	0.001685469276	0.007520041772	0.01110519101	0.01543258363	0.01731699369	0.02047384503	0.02445347985	0.02730701335	0.02879800792
18.8	-0.06380046938	-0.05265184053	-0.04215495543	-0.0322418771	-0.03193779377	-0.02196364171	-0.01864494736	-0.01207239226	-0.009109469102	-0.002841499092	-0.0005545939171	0.001685484641	0.007520053775	0.01110520915	0.01543260834	0.017317011	0.02047386552	0.02445353682	0.02730703424	0.02879803894
19	-0.06380046974	-0.05265184129	-0.04215495709	-0.03224187956	-0.03193779706	-0.02196364692	-0.01864495259	-0.01207240049	-0.00910947812	-0.002841509404	-0.0005546062536	0.001685470312	0.007520036621	0.01110519056	0.01543258683	0.01731698867	0.02047384199	0.0244534909	0.02730700496	0.0287980062
19.2	-0.06380047012	-0.0526518418	-0.04215495771	-0.03224188232	-0.03193779744	-0.02196364685	-0.01864495537	-0.01207239993	-0.009109482429	-0.002841509413	-0.0005546112182	0.001685468584	0.007520038281	0.01110519147	0.01543258189	0.01731699107	0.02047384305	0.02445348931	0.02730701124	0.02879800852
19.4	-0.06380046955	-0.05265184087	-0.04215495626	-0.03224187835	-0.03193779521	-0.02196364423	-0.0186449503	-0.01207239538	-0.009109473733	-0.002841504208	-0.0005546012258	0.001685477904	0.007520046166	0.01110519986	0.01543259838	0.01731700068	0.02047385502	0.02445351104	0.02730701999	0.02879802166
19.6	-0.06380046895	-0.05265183967	-0.04215495378	-0.03224187501	-0.03193779067	-0.02196363628	-0.01864494328	-0.01207238428	-0.009109463122	-0.002841488825	-0.000554586015	0.001685496742	0.007520068855	0.01110522602	0.01543261889	0.01731703129	0.02047388717	0.02445356701	0.02730706042	0.02879806729
19.8	-0.06380046944	-0.05265184075	-0.04215495598	-0.0322418788	-0.03193779464	-0.02196364281	-0.01864495115	-0.0120723933	-0.009109474649	-0.002841502253	-0.0005546029984	0.00168547906	0.007520050415	0.01110520333	0.0154325904	0.01731700502	0.02047385953	0.02445351466	0.0273070268	0.02879802913
