% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 14 2026, 18:41
% Table:              Tabla 5 - Valor propio 1
% B (T)                                           lambda                                            Energía propia (eV)                               Probabilidad total (1)
15.4                                              0.08172301632464633+4.645029342762192E-16i        0.08172301632464633+4.645029342762192E-16i        1.0000000000000004
15.4                                              0.0818598467537274+6.84514780404245E-16i          0.08185984675372741+6.84514780404245E-16i         1.0000000000000004
15.4                                              0.08241420803627343-7.500521817237125E-16i        0.08241420803627343-7.500521817237126E-16i        1.0000000000000002
15.4                                              0.08785006016744502-1.5017161161995378E-17i       0.08785006016744502-1.5017161161995378E-17i       1
15.4                                              0.09093141794138858-8.602037667478432E-16i        0.09093141794138859-8.602037667478432E-16i        1.0000000000000004
15.4                                              0.09319417811923097+2.493548380316776E-13i        0.09319417811923097+2.493548380316776E-13i        0.9999999999999984
15.4                                              0.09361462164889114-5.592440584020128E-13i        0.09361462164889116-5.592440584020128E-13i        1.0000000000000004
15.4                                              0.09412600738731594+7.300168979652802E-13i        0.09412600738731594+7.300168979652803E-13i        1.0000000000000007
15.4                                              0.098939917314072+9.055920364574707E-12i          0.098939917314072+9.055920364574707E-12i          1.0000000000000004
15.4                                              0.09978122210721627+2.5141695516423907E-10i       0.09978122210721628+2.5141695516423907E-10i       1.0000000000000009
15.4                                              0.10148606023909895+6.026399064216052E-10i        0.10148606023909895+6.026399064216052E-10i        1.0000000000000018
15.5                                              -0.05903208112011929+2.3176157206856925E-15i      -0.0590320811201193+2.317615720685693E-15i        1.0000000000000007
15.5                                              -0.049438669240619876+1.3604043723291224E-16i     -0.049438669240619876+1.3604043723291224E-16i     0.9999999999999986
15.5                                              -0.039942199759360836+3.857155765587718E-16i      -0.039942199759360836+3.8571557655877184E-16i     1.0000000000000002
15.5                                              -0.030563645185914673-2.9294821563508983E-15i     -0.030563645185914673-2.9294821563508983E-15i     0.9999999999999997
15.5                                              -0.021318309637507846-4.566916148899423E-16i      -0.021318309637507846-4.566916148899423E-16i      0.999999999999999
15.5                                              -0.01221844612996599-1.057186024963695E-16i       -0.01221844612996599-1.057186024963695E-16i       0.9999999999999999
15.5                                              -0.0032746270329673532+7.126671498393661E-17i     -0.0032746270329673537+7.126671498393661E-17i     0.9999999999999997
15.5                                              -8.401573895475967E-4+7.622159287692775E-18i      -8.401573895475967E-4+7.622159287692775E-18i      0.9999999999999982
15.5                                              0.005503493750720095+2.224202036603477E-16i       0.005503493750720096+2.224202036603477E-16i       0.9999999999999997
15.5                                              0.010445062184211526-2.5077285973157407E-17i      0.010445062184211526-2.5077285973157407E-17i      1.0000000000000004
15.5                                              0.014106596900622673+7.75031077111111E-17i        0.014106596900622674+7.75031077111111E-17i        0.9999999999999994
15.5                                              0.02144956212353813-6.443934502666718E-17i        0.02144956212353813-6.443934502666718E-17i        0.9999999999999993
15.5                                              0.02252551350634728-3.175225534326447E-16i        0.02252551350634728-3.175225534326447E-16i        1.0000000000000004
15.5                                              0.03074890220598278-7.087583858932585E-16i        0.030748902205982784-7.087583858932585E-16i       0.9999999999999988
15.5                                              0.031330152675946646-3.868071071047869E-18i       0.031330152675946646-3.868071071047869E-18i       1.0000000000000033
15.5                                              0.032190038873909615-1.18424101390026E-17i        0.032190038873909615-1.18424101390026E-17i        1.0000000000000016
15.5                                              0.03876848489589118+4.2996946811452413E-17i       0.03876848489589118+4.2996946811452413E-17i       1.0000000000000004
15.5                                              0.04264950500499747+4.94892592810607E-17i         0.04264950500499747+4.948925928106071E-17i        1.0000000000000022
15.5                                              0.04657118122509731+7.083227567230089E-16i        0.04657118122509731+7.083227567230089E-16i        1.0000000000000009
15.5                                              0.04961063182156653-2.7805029928755596E-17i       0.04961063182156653-2.7805029928755596E-17i       1.000000000000002
15.5                                              0.052847927170217295+3.0820043271321907E-16i      0.052847927170217295+3.0820043271321907E-16i      0.9999999999999996
15.5                                              0.054146033824136415+1.1372876106941517E-15i      0.05414603382413642+1.1372876106941517E-15i       0.9999999999999988
15.5                                              0.061458016427925984-9.173485817953948E-17i       0.061458016427925984-9.173485817953948E-17i       1.0000000000000002
15.5                                              0.06279663220729785-6.47043196147859E-16i         0.06279663220729785-6.47043196147859E-16i         1.0000000000000002
15.5                                              0.0664128416540023-2.1622078409464145E-17i        0.0664128416540023-2.1622078409464145E-17i        1
15.5                                              0.06851758041882597-4.1435715901551126E-16i       0.06851758041882597-4.143571590155113E-16i        0.9999999999999999
15.5                                              0.07246416193630792+4.46480700906285E-16i         0.07246416193630792+4.46480700906285E-16i         0.999999999999999
15.5                                              0.07528047796847188-1.712700130500913E-17i        0.07528047796847188-1.712700130500913E-17i        1.0000000000000002
15.5                                              0.07619897571652408                               0.07619897571652408                               0.9999999999999979
15.5                                              0.08168097731691305+3.42661113365847E-16i         0.08168097731691305+3.4266111336584705E-16i       1
15.5                                              0.08189224535164069-5.426080339543686E-16i        0.08189224535164069-5.426080339543686E-16i        0.9999999999999986
15.5                                              0.08253179502056116-1.2532791468954777E-16i       0.08253179502056117-1.253279146895478E-16i        1.000000000000001
15.5                                              0.08778931033872867-1.9036130205011197E-16i       0.08778931033872868-1.9036130205011197E-16i       0.9999999999999999
15.5                                              0.09098895006589772+1.087090789290273E-16i        0.09098895006589773+1.087090789290273E-16i        1.0000000000000013
15.5                                              0.09313655198913923+2.1462989541029422E-13i       0.09313655198913923+2.1462989541029422E-13i       0.9999999999999999
15.5                                              0.09352848158322076-3.0991773587962994E-12i       0.09352848158322076-3.0991773587963E-12i          0.9999999999999998
15.5                                              0.09416671999668225+1.8102812325322801E-12i       0.09416671999668225+1.8102812325322801E-12i       1
15.5                                              0.09873685195637867-4.061045715811091E-11i        0.09873685195637869-4.061045715811091E-11i        1
